language,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
ethiopia,10.858808850013258,0.8218923210054531,-0.3332241022927188,-17.8620395313343,-11.056335701587956,-20.956516016998563,5.3623743320860795,13.279326735846453,14.309679108390204,-0.1000463064300392,-3.5434876679202967,15.946806896740323
ethiopia,10.363286498603966,-5.290310017443454,-11.098481953259602,-0.14543298349791445,16.520222174350785,-22.722461379062917,27.033204871548453,-12.8331490853925,-8.262076582921651,11.977261524781891,-5.007624700037499,8.10495354043869
ethiopia,9.48759963339329,-7.849215901083046,-14.306905273724777,-10.722425720619569,17.17326641948737,-40.29113673278551,19.5253112101837,-25.321109869999813,-15.97704484887962,1.5723886252672998,-5.504189640541755,-2.9869802219245036
ethiopia,10.883965371227584,-29.539196024000542,-17.245660920308165,-11.982461445774515,-27.01135967703699,-39.5262465461981,-22.99925900128416,-36.695997857124006,-19.191010877718732,-16.721180866892315,-23.684849806080997,-13.963595934461598
ethiopia,8.430981737130388,-36.28478687348344,17.87382076479461,-13.617909665272048,7.722455146523252,-12.074766654685117,11.786026634335803,-14.1032116590539,7.4463239255751095,-7.701708755933607,1.4738634369058188,2.523422119594285
ethiopia,12.259499996981443,-25.28638004957277,6.125014232111028,1.6156431359634074,5.460952388830854,11.82391553625311,17.92606976139108,-5.876154352777337,-12.31886367344635,4.296608317449081,11.690581833300627,6.905342606288388
ethiopia,8.28807048711192,-40.98982516037948,14.408668103040826,-14.22304499791813,7.417908601698156,-5.939487462661017,7.30384677796653,-19.078491870346458,1.1929495410205155,-3.5782687225016385,4.2859789010698615,-2.4046447263064565
ethiopia,10.394697836403942,-24.057166825596514,6.156516115959678,6.110889392415504,-0.18043960883123678,6.631763619613215,13.399558981807566,13.714613423812116,13.517493331936107,2.7129431525019383,-12.202328279865178,-4.973540895849423
ethiopia,12.245083445985133,-13.865497699372433,16.04998781906958,24.263753326278277,12.08121726866646,25.64959758618234,3.68362243625166,17.68532761100448,0.8505455330834585,18.07679686512467,1.8084304661787165,11.492029532825626
ethiopia,12.99365761601502,-17.461048929042402,13.356815874414977,14.466162324235347,14.337591297940193,12.790808817236421,12.194084085450527,19.94069835208178,12.1404802694285,15.864014203224514,7.021402398940115,5.3076849123010215
ethiopia,8.037083649646384,-50.35426381049484,9.907830798583984,-10.745705833315752,8.353785846580186,-10.255147324174237,2.692177507917532,-6.487193844958391,8.384158286528685,-7.1671200070846295,7.54220388141259,2.3560668728373315
ethiopia,11.569597089516439,-2.9644385136284774,14.623237074449044,12.135155213017441,11.134719644267769,7.153868522559661,2.2910571253334826,7.376460508615226,1.930775407118009,6.830689477465163,-0.9773083856267826,1.7819720366328498
ethiopia,8.463667640456038,-45.995468321774105,13.176057401584176,-14.757251857918087,6.925231292982201,-2.3590695028184316,11.65371303544721,-12.395732212021448,9.546047628359789,-11.03314712430764,2.288169559019466,5.02078307488083
ethiopia,8.352866542074487,-41.93061536998503,16.031788955655482,-11.019276105539541,6.803518893869392,-11.066311657615719,11.342798346643171,-14.643497627457485,4.9097562014330425,-6.956596422835964,-2.863851864806662,-1.3296594826347725
ethiopia,8.55518987788482,-64.50511777653539,-0.9511886376962679,-22.076336734461737,4.0422529189862,-11.309448473874687,15.860535807177417,-5.732320470859114,10.946391972258663,6.161919792335514,11.840655437477341,8.972110992425133
saudi arabia,13.902905175208415,-4.26124911075146,-18.047386159181443,28.871092111938005,-21.807253283547812,-2.2108403541621873,-0.5717789396236109,-25.167039860182474,7.692751237131029,-22.44147684652591,5.42610774237284,-7.894228357968123
egypt,10.077078400703588,-33.86118993248846,26.641003961067835,-1.0185631363240866,18.37230525348706,8.280188317545955,14.23817332452365,-11.267161982710787,1.8320613897926636,-8.256490191740262,1.4419233686249509,-0.6378759292788501
lebanon,8.677577795777701,-41.56788792029074,21.52758551299595,-15.68926577659393,5.3626490456924625,-12.215188408026092,13.860031404254025,-16.537669182351447,14.139219863386673,-4.16689964071755,-1.2543417385059181,1.5775043804336555
qatar,11.901031789795805,-17.924487369328805,-1.5684524907128647,8.388735828529088,-9.392201041764512,9.420566880541026,-11.159018346964045,-0.05810499415505849,-22.926836618933613,-2.2002087477888543,-12.465057474520968,-1.7304147946969648
saudi arabia,9.000439474768818,-52.49184735811361,17.709726190928254,-15.230885919053929,2.108739450294578,-10.017827927639226,8.111803963062929,-17.298076003045754,13.592840742960759,-10.908465655777462,7.431063327594448,8.334818183242533
tunisia,8.506777056224712,-35.31458440388198,18.53725479433442,-15.776366290143867,4.02649067339574,-7.54887919695599,8.234996235903028,-14.310085740925691,4.939791479330489,-3.7617364209668547,0.06464540699155708,0.6917454399015766
iraq,8.388051550876893,-39.37760059024337,18.284488969852962,-13.37950359988447,6.160543940382881,-10.91114805320605,7.908637048431385,-11.095223197017301,3.5117997694843015,0.8035200733380877,1.837988120410707,-3.940075169603842
lebanon,11.195309193852712,-4.702419782498068,25.86468762776398,12.870329666315522,5.595358325555717,-4.175766423943176,6.838886902134354,-1.836531847534504,4.5605939100969275,0.29979858857656144,-0.6380992701781876,2.3688757058049967
jordan,8.31620839904401,-45.60207749865346,14.8090822223181,-10.89420500520047,5.485258920028445,-11.9704608485655,4.7849947136706765,-9.22913808665364,8.253166227319449,-6.841827762041052,5.146044231105836,-5.712631990530309
tunisia,8.45512011099717,-61.212172618003486,-2.800321256222445,-26.66886309964921,-0.41893670477162775,-16.902460076646374,-1.5738028188331357,-18.498765838822646,-4.54080922836255,-6.0617826162202,-1.8643332498807568,-3.673795159402645
morocco,13.09482092271992,-27.153865371224423,11.716945905592683,-12.066140928803557,4.5603780474907225,-13.370718721499673,4.797744129794043,-10.856249021029436,-7.8835804029924805,6.5803246522290255,14.723716502626981,6.233354924382931
morocco,8.50765923050423,-51.49960592239449,10.986555965169794,-14.130153392729044,6.051203741743729,-12.2088315522843,7.973605830410863,-12.570679775383809,3.90723365777101,-3.352106978025088,0.8767999170115074,-2.3960702236803475
kuwait,8.60973911059764,-32.05968926011301,17.043999454847885,-16.033973559531596,6.129744674553224,-10.932675054728607,10.28542565809697,-11.038177707105879,3.20412780866407,-5.306355325595046,3.496522583861816,-5.0712760249199205
morocco,8.487018662237356,-62.200845733131246,2.6799265093375984,-17.277442937370413,8.778998240752202,-8.261385364121343,9.324603111970696,-8.256715044353959,11.64451821118966,-0.20133495089090728,10.65889721933831,6.086320125297461
syria,11.649208770692065,-20.925755742363915,25.49122000019123,13.969992703072009,16.877594469583936,9.767840832553924,4.9969334136029255,5.985766520931077,2.7750942126279012,-1.0147251954036742,-9.17961956462804,-4.520193392939264
lebanon,8.20811233188587,-61.89097839446506,2.4283793601590578,-23.478724189795432,0.535862682251806,-9.713829113107547,2.1524097052178544,-20.02138515713453,-5.280972631301142,-7.929585741084653,0.46528562482538155,3.4440004581736274
lebanon,8.228553493556324,-46.26284303913634,15.355351152075919,-11.421865084039041,10.011552772221874,-5.328105901810975,9.119824027047871,-10.002441830274819,5.121111975357882,-2.158454664494579,-3.182539774392405,-3.1086964957160577
united arab emirates,8.70385156401377,-37.115361720023465,33.548395739252435,6.124829373797883,18.8358355042472,2.096318390607666,11.095729429745974,-18.016784671589036,-0.6231095352103296,-9.208270777347263,-3.1549076425111764,-7.1007268475093674
egypt,8.149821409847654,-51.453552053424815,14.040828862204929,-10.170791499556099,7.800470416344215,-8.347445729603802,6.605459579797991,-7.7125583279012115,-0.0617120979587433,-6.096009991083264,0.2333301522109501,7.461950248866357
egypt,8.609035053611366,-52.81985041060957,12.89311890779562,-12.712170376140824,9.371616295480885,-9.620303896386046,9.602784953857507,-10.304077602210509,12.840326189349755,3.637214055506053,2.9919561590074335,-2.7625554843321467
israel (occupied territory),8.256285117220116,-46.344603656690836,18.01567914296628,-8.355569508745695,3.8690696008978245,-13.104200330828867,7.769516871224369,-5.583170723656691,8.880597908840409,-8.029451905261292,-6.832249372084745,-2.0417578526430464
jordan,8.437191244904142,-42.25294430170493,19.56744978940563,-11.30169122099094,6.28364317897939,-12.562147465297317,7.414414145901757,-5.383184390172435,6.463065214273215,-6.617513715344852,-2.6600988742135097,3.687678615822195
israel,8.257557688755105,-45.32637406905211,15.26371393705697,-12.504442770769737,6.295458431917698,-9.163827350317998,9.241822314345699,-7.976256611266769,6.472681276071249,-3.581775618484391,-4.140988618993614,-2.6603720239300257
united arab emirates,8.228849914687913,-44.64960789536052,14.804998127634743,-13.889216457011921,11.25065386923827,-5.8027134286044095,0.8112173297068668,-16.216235476283863,6.496759152347357,3.6161653689457585,8.654844023799976,-7.336692968551863
qatar,8.103102586824754,-39.08144901060827,16.615758164567744,-12.643781757376809,7.320278816339411,-7.011322933483134,6.099944184722994,-14.301496535328457,1.3546471246734229,-2.6378894158722055,1.9498378156041354,2.7525772145745973
qatar,12.001520481516865,-30.675217758455158,13.967027132948825,-5.254304669823426,-7.26532151211125,-15.445269387253527,-14.053905874571452,-19.11197525720219,-15.98606105125731,-9.233425376922323,-10.538047283543317,-4.4850647625075055
saudi arabia,8.197433208293392,-60.45143935952931,4.7165021450003275,-21.657470646389754,-1.1684175106471058,-16.920585555241736,2.87004896451757,-9.78272775573173,2.283532149572173,-9.62190434578761,-10.22883010624324,-13.040768421153736
iraq,8.48369410710985,-52.90814537656235,16.517357470250595,-9.106060997005914,10.865583022979433,-8.762587754550683,9.283500492773003,-6.346846026576143,10.16997779708678,-1.0631115222408747,3.1382613229238414,-6.967716663835531
iraq,10.124191168228444,2.2179665670011746,-6.869692802939634,4.897553582206942,11.56923197381868,-32.774605027273346,7.766870293808756,-16.43592055424498,0.6081409448572053,7.573473133448207,-5.34623191331955,-4.929860666792755
iraq,8.325342043129488,-45.47551718054843,17.862374561960916,-10.314064773483752,14.268221307620431,-1.1377233100804411,13.691078803272296,-7.34006459065941,-1.3427272748019068,-14.700836121025619,-4.929936768400561,4.797003586530161
kuwait,8.361634101618815,-51.52592842612114,12.626742698173047,-11.440969970023,8.215489777840382,-7.4221875174802765,9.200529064158843,-15.04770145689336,6.187326030264597,-6.162052740563948,-0.04028554969906033,-4.632819158305197
saudi arabia,8.253647171012682,-41.940936242881754,16.98958967085163,-12.493137192691519,8.392108301619341,-7.98311086608924,6.866737565302587,-14.334014345125675,1.869253370533869,-6.235611503961092,6.694675582298238,0.09817618972666153
saudi arabia,9.237678432320067,-8.155735513239348,-10.883586297346012,-3.628808156975346,20.503905650546873,-17.89523442527978,29.41409704960756,-3.4389691864732423,-3.912158239471445,8.91053825629415,0.6516293590327341,-4.454139850992435
saudi arabia,11.097794780697098,4.374962465145515,-18.612689217735127,-3.104308494203261,22.70468847634903,-39.35966266493278,1.476957754085651,-23.95104182586732,-25.500397390330594,6.724585622009325,0.8729996655557641,-9.452516384315146
usa,9.927852448799985,-11.540854436282535,-22.43511758536468,-16.45409011940626,10.4894728630214,-39.78258767391479,11.599945342867478,-24.65357057489293,-21.048353775247026,-11.035081732029813,-14.516893784158405,0.954639285689503
saudi arabia,11.756067450017436,8.896124566785106,-22.18882087245934,-10.78479635593272,7.6342956553688435,-43.98622201663116,14.12319246110231,-20.30827852022118,-6.944824896753027,8.598570787858726,-31.96085270134477,-15.86704382477033
united arab emirates,12.928031786480913,-19.366186695743206,8.621886988512472,5.136709419040529,18.993291410131306,12.902465859357596,8.392754361736936,2.433733768648019,7.017819527916071,8.983300897948567,0.22602192889117323,7.481992777642799
saudi arabia,8.930562329927755,-61.657916881189784,8.863960984159247,-30.06874460251498,-1.4835780721355962,-11.383478728287585,9.609479652110831,-22.202862328798748,6.906754732472503,-2.7603942399624204,6.55688462356609,15.895477671165334
saudi arabia,15.889505696511437,-14.511776289779931,-32.687384251470924,14.494111949993703,-13.400735860046815,-6.004738228373497,15.692092751744624,-30.593978139941658,-0.011396409864400107,2.0262131576919775,-19.778514316691066,9.175136495831849
saudi arabia,10.762613273413004,0.6690127036463334,-20.07867004133045,-16.122059478613522,28.92295360440247,-33.2715885232935,31.40373440800468,-17.842514177079202,-12.097430409270105,-4.210541433082691,-19.605549005690698,-4.6218822800471875
lebanon,12.563462685706128,8.95173300512343,-20.58541845816259,5.580352545416361,10.40765711264935,-24.627857641975037,34.54696666091549,-4.9094328753665195,4.460556948479103,9.195082281807911,-10.534785483117599,4.2260066701173
saudi arabia,11.473485831386244,8.364900336398806,-24.998310580784327,-8.376716266593906,17.92834410341077,-40.53945522791382,23.30031861178633,-8.98944020631206,5.049377793924144,5.76359594937268,-8.71216623572919,1.5597958226259394
usa,11.17463342104353,7.8728816579362775,-23.057564465503752,-6.740625606924534,15.235663734919537,-38.65985198088919,33.96913996724427,-16.107583232451283,-5.200326224966794,20.015592413539206,-2.4332874215543283,6.638915246002511
saudi arabia,13.494544173030178,1.2487531331936166,-35.8530203944622,1.117497052951898,4.393698662932503,-27.966058353972688,25.337943439887756,-12.88359139104732,-9.503855787225545,5.888213942494908,-3.6954592328215092,8.792005386614566
saudi arabia,11.426677266676407,8.22561446174602,-19.073579095750986,-6.7307434194573235,16.003857642465874,-45.29152215843028,35.52590619775168,-18.89153239570622,-0.750025877283321,17.25733187337515,-8.048876085114676,5.829170337441067
saudi arabia,12.929638411832164,9.256529314207356,-29.799863319915406,3.4419870496738847,8.156702566783682,-22.808425649549058,35.75723852843918,-3.563560352444843,3.3092267050165147,12.093218008068213,3.0947720153579534,11.554938173389415
saudi arabia,11.519993589937924,12.303165409608562,-19.547298264139602,-1.2550073912127235,12.810089302162048,-39.631107683963975,26.26902573504287,-19.070345115869333,-3.209811107640271,10.427144721195729,-6.502361858135933,15.590014713160265
morocco,13.42367227383879,-25.77895832261453,9.599527475835446,1.1341003421960847,8.88578263754363,1.673327304844159,3.1029456991772753,-4.302990828689695,-9.131938226325923,-4.596159823679768,-2.7364371876502225,-4.0588956244051335
saudi arabia,11.349808058527925,11.737603201684081,-15.760184138745952,-5.307180769813712,21.04431813519606,-43.333600433417274,32.438354842498335,-31.478369010267034,-20.97277986436574,8.360416414572157,-13.041522003281209,-2.5667321215178514
saudi arabia,12.381742297798626,-9.334859238516108,-36.47049916659904,6.043356584756788,7.611644759636567,-34.87829650160372,16.92652743448702,-17.585436404581696,3.122547286645279,10.752773727113784,1.2252564322800588,14.302675960334618
saudi arabia,10.883143497381091,0.5032369816587985,-23.62323445684833,-7.00904692504619,28.694352426128592,-30.24028688833634,35.20048719504068,-16.346960565298964,-6.198550434149346,16.86283520353817,-11.198958379978842,0.7668241437341111
morocco,11.425083859569872,-16.844816186057756,8.135395939900993,16.249157897248587,3.0207050954033274,8.472428035082373,6.148695108210233,8.84392741830443,-10.008926140117728,-9.132598361622914,16.97559273945893,-6.3030501233911576
iraq,11.441263506410529,5.253653007667966,-15.695136515825913,-0.5458726730477006,15.245567484793707,-36.42679157867059,12.608895500780395,-16.239149042640236,-11.2598160755519,0.8485434447145931,-5.190277675866246,-5.196314453711705
lebanon,8.89753195304459,-38.65675917767443,21.51883701236341,-17.9354070587092,10.282790107178759,-12.958650787241089,8.486922967000444,-17.659250944880473,10.267869838564645,-4.399657002708827,-2.5983351784975453,4.126245177352704
algeria,9.411079037887523,-10.891792142148057,7.439626394612762,-2.6605505016914694,7.899964574654907,1.9049176148368585,-4.407473479006884,-9.688717872531932,2.7225161138471865,-15.432103475937108,-2.871770353328391,2.748357485154359
lebanon,14.121087404605678,-25.521790922869602,-3.9552464050956515,14.201522683431358,-21.427331288668515,2.650713143701376,-31.024109451975097,2.7730884487208263,-26.413167258890542,-3.0759251335752107,-26.80285990265538,-12.851617305256145
iraq,9.06962964453546,-3.410586064205245,12.751485030885519,-11.124297911783286,28.347757897173054,-4.949733626358216,15.272628591594266,-24.306867840473384,-2.7360125524458505,-0.5604037914199866,5.634760693321024,5.231875130697712
jordan,13.956171247146113,-10.022972440667107,-32.299325368423354,0.9928864539580826,36.28258331746813,-29.84064995464615,-6.968497531236807,16.994180458945227,9.74019724196349,-36.80788601581608,1.1836858898867109,21.929684587607202
yemen,8.365130536397142,-46.96169683759347,15.595626369525055,-8.55709431299687,8.697950002667904,-7.434268699154759,9.193261365158442,-15.890385856965674,4.09281482503258,-7.8353449304177545,8.272867053033881,0.4591184897176044
egypt,9.266058465212167,-41.21781853098248,16.05697245711404,-15.438811439656877,8.673152018366139,-10.900569233387417,4.8085810392853405,-8.241028085567798,13.272623748448975,-13.354020892109624,-0.06107794492095858,2.177257126697196
bahrain,11.19388931637868,-6.345604723640795,3.7014317876735903,-16.740387962552138,-10.233139067518106,-1.6536094946578674,-3.3444242900379755,-16.007492651597836,-12.295958205220302,-10.879417505236793,-5.778139434482779,2.1178119795541788
saudi arabia,12.15015187165316,-20.84053193780862,-0.008933517593249155,11.02190477225373,4.775332306831892,-1.388642012207706,5.397144465027954,-2.420177979823329,-16.56260846957778,2.499117907069798,-27.974399323249237,-4.181519179533638
libya,9.907214044224538,6.784855588271414,8.817745918218558,-0.1545904019178023,20.686107754193213,-39.728432317051954,21.39025081842959,-9.0432545364791,-2.4461541560646984,-1.045174466151129,-8.912231000439867,-2.0573176439187857
saudi arabia,11.669750485208734,-5.2239701184156,18.88068413792557,2.6605335884855905,0.5259581546299295,-0.927867337168456,7.048429729040861,4.163538784515711,2.1775333321536654,3.4030977354657725,5.2838470559631165,4.2443034573053575
oman,10.271636843139824,-13.2275194450626,13.143730848655423,2.5897071880119347,2.6884363551559387,1.7023753931151782,-1.8763627227208528,-5.252192789054262,-2.587013581739178,-6.0242535011010325,0.14223850053575893,2.5976375829856737
saudi arabia,10.419762735005675,-10.517211755563057,-20.576957870841984,5.198535482417124,-5.426726488647265,-7.46154427322292,20.43112257577927,-23.901031954712455,17.605791051239596,-29.0026608893883,-0.7777179512370981,-18.8327823319315
iraq,9.359568621834095,-5.680040034796989,2.4836141189035774,8.34926785868019,5.072684786909072,6.7415891239954355,10.876282792083279,-39.49678826346839,-1.6358285314379635,-28.11360589459301,12.982248488687777,-8.547924011083264
uk,12.442512850978819,-15.539140338773073,-7.554844839184843,10.721378465933626,22.827454483917684,3.2017325492175637,-2.4244565724090714,-7.839497929185851,16.512747252072938,5.905951602471044,-6.394057304376946,-5.63599191412504
sudan,10.346448997371121,-11.220108392375023,-10.220776745266495,-29.916941175651623,-4.488389357079451,-18.635700718901433,1.4587677190632529,-13.78822220839836,-8.70708636974577,-3.6305561187292477,2.5930879293818148,-5.8623829420717986
morocco,12.163867160114634,-11.217365807819986,4.151300903222231,2.637009227804976,13.728487741075911,3.9589905931584055,-5.463335840375786,1.821311091127351,-8.369085723267121,-12.89843390908125,-16.84897172339869,-2.1554561371691827
morocco,10.823455534258601,4.537399465034403,-19.002624685201013,-6.171309474218265,2.528322920547521,-24.79756039181041,10.410138177187987,-13.614586654704043,17.443033723823735,-9.181716829274718,14.269965082843164,5.760365575376038
kuwait,11.141941207219867,-9.203559087934288,-0.13147691057968353,7.47571797974502,8.445031739057423,2.3600370915319386,-6.420893580156983,-14.619509474937278,-4.519692978077512,-8.35478978252724,-16.742998871859513,-3.311903254925724
iraq,11.350657765522294,-20.356546201362754,-1.0403663818922115,9.963721807615345,-1.9069862690555723,12.898840159360487,-2.279153035860956,15.093210881968384,-1.1201317980058185,22.04090719953528,15.748430749910288,21.21632425989452
israel,10.583373914340124,-13.523913622808521,6.866962190909197,3.3793957094948035,-0.842540379544774,9.650330248231478,7.811715335548521,-2.761627074940746,-1.0254560555437133,5.391819095399205,8.222461558657088,10.225228161779023
egypt,11.258466263248645,-13.843725205427644,-29.473017681795508,-7.107265168204533,-4.6299103870699865,-8.537334869395224,-10.440449404723672,-2.2895428574103383,3.570820736872228,-5.361106298149404,-5.561302735559932,-4.49446113144559
saudi arabia,11.735766743217038,-32.24331435844156,-2.4684639095511582,-2.331129461527836,4.850526856493454,-0.9543559790157226,8.5740012939954,-3.735409591645679,-1.413807500864001,5.4311448587177305,0.27302420215656914,3.0157380141583037
saudi arabia,11.565077919708763,-30.40135624184755,7.402141813475596,3.6510986779353947,-5.68064137340155,6.422000458568389,6.563387806374254,-13.700968229077922,18.498127093003948,-7.645849885415612,3.7072897667198923,-0.018895855405453688
saudi arabia,13.714551099915518,-18.50958275448407,-10.936067812943827,-3.622423781196398,-5.970476116383389,-4.870022153533314,1.37638962695536,0.04883104353059116,-3.2070737266143277,-7.424127319408284,-9.927015082541143,-1.0621356286104275
usa,10.967940758663568,-27.531515157549908,-1.7981915546981229,-9.260292500038515,-10.780975040173747,-4.570826227404079,-4.52129882453812,-12.540497307960447,-11.599755626925761,-10.040762620452886,-17.657465752105086,-7.2858846571917955
saudi arabia,13.404155988639932,-28.869590499198576,-10.314854606238839,8.957763376643756,-1.8918068217767077,6.99116946438109,5.192760617567267,-14.442407620123424,-10.132996705664986,-0.7465369882554322,-12.326578611145507,0.8039033605123531
morocco,8.297760293053429,-52.263564679885796,8.84110097287255,-13.042425346552863,5.563494504795577,-5.526365770645246,11.786904219271506,-11.643818533898749,4.340756086747646,-2.708663854879549,1.098214513384243,-3.608415121224054
saudi arabia,9.862025613101114,-13.363116227080477,-12.955310051381373,-10.325650691014804,-14.750508151051902,-10.445223199440248,6.9345053046400595,-2.892993922392843,1.674673555141636,-3.183765317799902,-1.2021053073918027,-3.710633858662348
saudi arabia,10.383823838414235,-9.324483236963294,9.510621944567164,10.659653201595468,-1.6527407020982148,15.094341646556886,5.028915285426763,2.5768477862040724,-4.667072190973396,-7.0606674375664795,-0.8333670538573014,4.388837350560104
syria,9.390214341371696,-24.48342440322783,5.753032133072416,-5.171661273598922,8.583800723316378,-2.3707052516070553,9.602241000844115,-15.252581965025792,-2.0639736709608703,-10.531793352783287,-9.086586143098831,-5.275386383021946
saudi arabia,14.70351130861779,-31.826414433348525,-32.79942421648261,10.31180039469333,-3.690206088913896,-3.2348926477303928,21.74712453861189,-0.15940878766234515,-2.978090433662555,-17.078146079479744,-0.9999022113582213,9.846408994578727
saudi arabia,13.97621650198576,-32.660807681400684,0.6318839111214034,10.71820328100463,-16.20561870329187,5.521594213636948,6.6388446768621625,-11.560180830770985,-9.430572902265986,-12.294041982258152,-12.51322593717472,-5.005740746464495
saudi arabia,11.720043141881739,-24.867396909817042,-10.75480790688017,-8.733311445651626,-14.424339372006136,-20.779559319664312,-20.932163898640336,-14.336280119334933,-17.36237116251788,-24.801284039292344,-27.842822696481978,-10.102098941000117
egypt,13.023302902596207,-30.508965430922405,2.414923716469948,13.445985606976201,-29.11133222863113,20.359809955446963,-7.191751085808046,6.539791745979797,18.429811159839435,-21.052973983466106,30.25127219906212,-11.596462397389725
kuwait,9.10305984876646,-36.22485464883399,22.553492240521884,-19.52529628707951,7.887929637925398,-10.644503272994356,11.128000680710958,-17.947626962567654,9.303115005532502,-4.438914613609611,-3.4455528211053705,3.25295335263036
